igr,municipio,situacao,fonte_referencia,observacao_igr
Vale dos Imigrantes,Macieira,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Monte Carlo,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Ouro,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Pinheiro Preto,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Rio das Antas,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Salto Veloso,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Santa Cecília,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Tangará ,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Timbó Grande,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Treze Tílias,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Vargem,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Vargem Bonita,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Videira,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Zortéa,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale do Contestado,histórica/desmembrada,https://mafra.sc.gov.br/noticia-589371/; https://g1.globo.com/sc/santa-catarina/noticia/2019/08/27/vale-dos-imigrantes-e-reconhecido-como-13a-regiao-turistica-de-santa-catarina.ghtml; https://anais.uel.br/portal/index.php/turismorural/article/download/1486/1387,"Não é uma IGR vigente identificada nas fontes atuais. A antiga Região Turística Vale do Contestado foi desmembrada em Caminhos do Contestado e Vale dos Imigrantes; por isso, não há municípios atuais a atribuir a esta denominação sem duplicar outras IGRs."
Vale Europeu,Apiúna,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Ascurra,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Benedito Novo,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Blumenau,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Botuverá,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Brusque,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Canelinha,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale dos Encantos,Corupá ,IGR/região turística,Adicionado manualmente,Correção de mapeamento para municípios ausentes do CSV original
Vale dos Encantos,Schroeder,IGR/região turística,Adicionado manualmente,Correção de mapeamento para municípios ausentes do CSV original
Vale dos Encantos,Jaraguá do Sul,IGR/região turística,Adicionado manualmente,Correção de mapeamento para municípios ausentes do CSV original
Vale dos Encantos,Massaranduba,IGR/região turística,Adicionado manualmente,Correção de mapeamento para municípios ausentes do CSV original
Vale Europeu,Doutor Pedrinho,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Gaspar,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Guabiruba,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Indaial,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Luiz Alves,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Major Gercino,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Nova Trento,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Pomerode,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Rio dos Cedros,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Rodeio,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,São João Batista,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Tijucas,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Vale Europeu,Timbó,IGR/região turística,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/reunioes/1o-seminario-nacional-do-prt-integrado/9-4-4-vale-europeu.pdf; https://valeeuropeucatarinense.com.br/; https://cimvi.sc.gov.br/vale-europeu-inicia-nova-fase-com-fortalecimento-da-governanca-e-foco-no-desenvolvimento-turistico/,"Fontes recentes mencionam 20 cidades, mas o roster nominal mais amplo foi reconstruído a partir das fontes disponíveis; o Mapa do Turismo retorna subconjunto de 12."
Caminhos da Fronteira,Iraceminha,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Vale dos Imigrantes,São Cristóvão do Sul,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Vale dos Imigrantes,Ponte Alta do Norte,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Encantos do Sul,Grão Pará ,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Vale dos Encantos,Barra Velha,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Vale dos Encantos,São João do Itaperiú,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Vale dos Encantos,Guaramirim,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Grande Oeste,Guatambu,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Grande Oeste,Lageado Grande,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Grande Oeste,São Lourenço do Oeste,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Vale dos Imigrantes,Herval d'Oeste,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
Vale dos Imigrantes,Treze Tilhas,IGR/região turística,Adicionado manualmente,Correção solicitada pelo usuário
